NGC5024       34.65  6.40  0.26  0.26  LI22
NGC5024       38.05  6.66  0.26  0.26  LI22
NGC5024       42.42  6.31  0.26  0.26  LI22
NGC5024       43.30  5.73  0.55  0.48   RV
NGC5024       46.26  6.05  0.26  0.26  LI22
NGC5024       50.41  6.66  0.26  0.26  LI22
NGC5024       55.04  5.88  0.18  0.18  LI22
NGC5024       59.98  5.61  0.18  0.18  LI22
NGC5024       64.97  5.61  0.18  0.18  LI22
NGC5024       70.87  5.79  0.18  0.18  LI22
NGC5024       71.21  5.98  0.32  0.31  P22
NGC5024       78.79  5.96  0.26  0.26  LI22
NGC5024       88.13  5.44  0.18  0.18  LI22
NGC5024       98.46  5.17  0.29  0.27  P22
NGC5024      100.79  5.26  0.18  0.18  LI22
NGC5024      107.05  5.21  0.46  0.43  VB21
NGC5024      117.70  4.06  0.41  0.35   RV
NGC5024      124.39  5.16  0.46  0.41  P22
NGC5024      216.19  3.46  0.35  0.30   RV
NGC5024      228.54  3.79  0.43  0.40  VB21
NGC5024      328.41  3.81  0.38  0.33   RV
NGC5024      384.43  2.72  0.74  0.69  VB21
NGC5024      614.24  2.24  0.25  0.21   RV
NGC5053       58.77  2.19  0.75  0.78  P22
NGC5053      118.92  1.47  0.25  0.19   RV
NGC5053      307.27  1.12  0.21  0.17   RV
NGC5139        2.28 18.40  1.99  1.99  W15
NGC5139        3.90 22.82  1.97  1.74  K18
NGC5139        4.33 20.78  2.08  2.08  W15
NGC5139        6.02 23.66  1.53  1.53  W15
NGC5139        7.10 18.23  1.25  1.15  K18
NGC5139        7.87 21.08  1.26  1.26  W15
NGC5139        9.47 20.90  1.23  1.23  W15
NGC5139       11.40 17.57  0.79  0.74  K18
NGC5139       12.40 20.43  0.67  0.67  W15
NGC5139       16.13 20.78  0.74  0.74  W15
NGC5139       18.20 18.22  0.53  0.53  K18
NGC5139       18.78 19.67  0.78  0.78  W15
NGC5139       28.80 18.41  0.33  0.34  K18
NGC5139       29.91 19.25  0.20  0.20  W15
NGC5139       40.23 19.54  1.02  0.94   RV
NGC5139       43.94 18.97  0.21  0.21  W15
NGC5139       45.40 17.98  0.22  0.22  K18
NGC5139       54.51 18.63  0.21  0.21  W15
NGC5139       63.38 18.28  0.19  0.19  W15
NGC5139       68.90 18.09  0.21  0.21  K18
NGC5139       71.50 18.50  0.20  0.20  W15
NGC5139       76.20 17.65  0.93  0.85   RV
NGC5139       78.80 18.19  0.20  0.20  W15
NGC5139       85.65 17.88  0.19  0.19  W15
NGC5139       92.19 17.55  0.18  0.18  W15
NGC5139       98.41 17.70  0.19  0.19  W15
NGC5139      100.22 15.97  0.84  0.77   RV
NGC5139      104.18 17.47  0.20  0.20  W15
NGC5139      109.72 16.70  0.18  0.18  W15
NGC5139      110.90 16.61  0.24  0.22  K18
NGC5139      115.15 17.31  0.18  0.18  W15
NGC5139      120.67 17.08  0.20  0.20  W15
NGC5139      121.02 15.07  0.79  0.73   RV
NGC5139      125.90 16.95  0.18  0.18  W15
NGC5139      131.32 16.81  0.17  0.17  W15
NGC5139      136.88 16.55  0.18  0.18  W15
NGC5139      137.77 15.14  0.80  0.73   RV
NGC5139      142.98 16.38  0.17  0.17  W15
NGC5139      150.20 16.11  0.17  0.17  W15
NGC5139      150.50 16.40  0.55  0.51  VB21
NGC5139      156.41 15.14  0.80  0.73   RV
NGC5139      162.18 16.08  0.15  0.15  W15
NGC5139      177.90 14.85  0.78  0.72   RV
NGC5139      204.99 14.25  0.75  0.69   RV
NGC5139      228.86 14.81  0.49  0.47  VB21
NGC5139      234.30 14.32  0.75  0.69   RV
NGC5139      236.84 15.62  0.17  0.17  W15
NGC5139      262.10 12.88  0.68  0.62   RV
NGC5139      273.98 13.99  0.46  0.44  VB21
NGC5139      289.06 14.02  0.73  0.68   RV
NGC5139      311.98 13.75  0.46  0.43  VB21
NGC5139      318.30 12.53  0.66  0.61   RV
NGC5139      344.67 13.71  0.46  0.43  VB21
NGC5139      351.90 13.26  0.70  0.64   RV
NGC5139      378.47 11.98  0.40  0.38  VB21
NGC5139      393.38 11.49  0.60  0.56   RV
NGC5139      409.93 12.38  0.41  0.39  VB21
NGC5139      437.87 11.96  0.40  0.38  VB21
NGC5139      440.61 12.48  0.66  0.60   RV
NGC5139      465.67 12.40  0.41  0.39  VB21
NGC5139      491.58 11.81  0.62  0.57   RV
NGC5139      496.41 12.58  0.41  0.40  VB21
NGC5139      529.88 11.41  0.38  0.36  VB21
NGC5139      549.46 11.29  0.59  0.55   RV
NGC5139      564.21 11.36  0.38  0.36  VB21
NGC5139      602.90 11.02  0.36  0.35  VB21
NGC5139      614.34 10.66  0.56  0.52   RV
NGC5139      641.98 11.05  0.37  0.35  VB21
NGC5139      685.55 10.55  0.35  0.33  VB21
NGC5139      698.61  9.88  0.52  0.48   RV
NGC5139      733.17 10.35  0.34  0.33  VB21
NGC5139      777.68  9.09  0.31  0.29  VB21
NGC5139      804.83  9.88  0.52  0.48   RV
NGC5139      824.21  9.23  0.31  0.30  VB21
NGC5139      885.95  9.54  0.32  0.31  VB21
NGC5139      938.01  9.41  0.50  0.46   RV
NGC5139     1126.12  8.35  0.27  0.26  VB21
NGC5139     1173.57  8.04  0.43  0.39   RV
NGC5139     1747.28  7.42  0.40  0.38   RV
NGC5139     1773.66  6.13  0.36  0.33  VB21
NGC5272        6.82  8.30  0.43  0.43  LI22
NGC5272       12.86  7.26  0.68  0.59   RV
NGC5272       13.97  8.10  0.34  0.34  LI22
NGC5272       19.71  7.77  0.29  0.29  LI22
NGC5272       24.77  7.72  0.29  0.29  LI22
NGC5272       28.75  7.52  0.29  0.29  LI22
NGC5272       32.78  7.77  0.29  0.29  LI22
NGC5272       37.10  7.48  0.29  0.29  LI22
